melody_id,melody_degree,note_onset,note_midi_value,note_velocity,participant_id,bar_number
22,11,1380,79,80,12,4
22,12,1440,79,80,12,4
22,13,1920,77,80,12,4
22,14,2160,76,80,12,4
22,15,2400,77,80,12,4
22,16,2640,79,80,12,4
22,17,2880,76,80,12,4
22,18,3120,74,80,12,4
22,19,3240,72,80,12,4
22,20,3360,82,80,12,4
22,21,3960,80,80,12,4
22,22,4080,78,80,12,4
22,23,4200,79,80,12,4
22,24,4320,78,80,12,4
22,25,4349,79,80,12,4
22,26,4380,78,80,12,4
22,27,4409,79,80,12,4
22,28,4440,78,80,12,4
22,29,4469,79,80,12,4
22,30,4500,78,80,12,4
22,31,4529,79,80,12,4
22,32,4560,78,80,12,4
22,33,4589,79,80,12,4
22,34,4620,78,80,12,4
22,35,4649,79,80,12,4
22,36,4680,78,80,12,4
22,37,4709,79,80,12,4
22,38,4740,78,80,12,4
22,39,4769,79,80,12,4
22,40,4800,79,80,12,4
22,41,5040,74,80,12,4
22,42,5280,75,80,12,4
22,43,5520,70,80,12,4
23,1,1440,56,49,13,4
23,2,1920,68,49,13,4
23,3,3360,53,49,13,4
23,4,3840,65,49,13,4
24,1,0,65,49,13,4
24,2,1440,68,49,13,4
24,3,2880,67,49,13,4
24,4,3840,63,49,13,4
24,5,5280,65,49,13,4
24,6,5520,66,49,13,4
24,7,5760,66,49,13,4
24,8,6720,65,49,13,4
25,1,0,77,49,14,4
25,2,240,77,49,14,4
25,3,480,68,49,14,4
25,4,960,68,49,14,4
25,5,1200,68,49,14,4
25,6,1440,72,49,14,4
25,7,1920,70,49,14,4
25,8,2160,70,49,14,4
25,9,2400,70,49,14,4
25,10,2640,70,49,14,4
25,11,2880,77,49,14,4
25,12,3120,77,49,14,4
25,13,3360,68,49,14,4
25,14,4080,68,49,14,4
25,15,4320,72,49,14,4
25,16,4560,72,49,14,4
25,17,4800,70,49,14,4
25,18,5040,70,49,14,4
25,19,5520,70,49,14,4
26,1,0,70,112,14,4
26,2,240,70,112,14,4
26,3,480,74,112,14,4
26,4,960,74,112,14,4
26,5,1200,72,112,14,4
26,6,1440,76,112,14,4
26,7,1680,77,112,14,4
26,8,1920,77,112,14,4
26,9,2160,77,112,14,4
26,10,2400,79,96,14,4
26,11,2880,80,96,14,4
26,12,3360,72,96,14,4
26,13,3840,73,96,14,4
26,14,4800,77,96,14,4
26,15,5280,71,96,14,4
26,16,6240,72,80,14,4
26,17,6720,67,80,14,4
26,18,7680,67,80,14,4
27,1,0,70,80,14,4
27,2,1440,73,80,14,4
27,3,2160,69,80,14,4
27,4,2400,68,80,14,4
27,5,2640,68,80,14,4
27,6,2880,67,80,14,4
27,7,3120,67,80,14,4
27,8,3360,66,80,14,4
27,9,3840,65,80,14,4
27,10,4080,65,80,14,4
27,11,4320,70,80,14,4
28,1,480,73,80,15,4
28,2,960,69,80,15,4
28,3,1440,69,80,15,4
28,4,2160,68,80,15,4
28,5,2400,68,80,15,4
28,6,3120,66,80,15,4
28,7,3360,68,83,15,4
28,8,3600,69,86,15,4
28,9,3840,71,89,15,4
28,10,4080,73,92,15,4
28,11,4320,78,96,15,4
29,1,0,83,80,16,4
29,2,480,71,80,16,4
29,3,960,76,80,16,4
29,4,1440,83,80,16,4
29,5,1920,72,80,16,4
29,6,2160,76,80,16,4
29,7,2400,78,80,16,4
29,8,2640,81,80,16,4
29,9,2880,84,80,16,4
29,10,3120,81,80,16,4
29,11,3360,88,80,16,4
29,12,3520,86,80,16,4
29,13,3680,84,80,16,4
29,14,3840,83,80,16,4
29,15,4080,81,80,16,4
29,16,4320,79,80,16,4
29,17,4560,78,80,16,4
29,18,4800,76,80,16,4
29,19,4856,78,80,16,4
29,20,4912,76,80,16,4
29,21,5040,74,80,16,4
29,22,5280,72,80,16,4
29,23,5520,71,80,16,4
30,1,0,61,80,17,4
30,2,240,63,80,17,4
30,3,360,65,80,17,4
30,4,480,66,80,17,4
30,5,720,68,80,17,4
30,6,960,69,80,17,4
30,7,1120,71,80,17,4
30,8,1280,69,80,17,4
30,9,1440,68,80,17,4
30,10,1920,73,80,17,4
30,11,2160,71,80,17,4
30,12,2280,69,80,17,4
30,13,2400,68,80,17,4
30,14,2640,61,80,17,4
30,15,2880,69,80,17,4
30,16,3040,71,80,17,4
30,17,3200,69,80,17,4
30,18,3360,66,80,17,4
30,19,3840,68,80,17,4
30,20,4320,68,80,17,4
30,21,4680,68,80,17,4
30,22,4800,68,80,17,4
30,23,5280,76,80,17,4
30,24,5760,76,80,17,4
30,25,5795,75,80,17,4
30,26,6120,73,80,17,4
30,27,6240,75,80,17,4
30,28,6600,76,80,17,4
30,29,6720,73,80,17,4
31,1,0,81,80,18,4
31,2,480,79,80,18,4
31,3,960,77,80,18,4
31,4,1440,79,80,18,4
31,5,1920,82,80,18,4
31,6,2400,81,80,18,4
31,7,2880,77,80,18,4
